,ALA,ARG,ASN,ASP,CYS,GLN,GLU,GLY,ILE,LEU,LYS,MET,PHE,PRO,SER,THR,TRP,TYR,VAL,HIS
2aj8,3,5,1,3,1,3,5,5,0,1,3,0,2,2,6,2,4,11,8,4
2am4,4,7,1,10,3,4,1,7,4,6,4,1,7,1,5,4,6,3,6,3
2amt,10,1,1,8,1,1,2,6,8,10,5,2,4,5,2,7,0,1,4,4
2ans,4,5,3,3,1,2,6,3,6,2,7,4,2,1,6,7,2,2,9,0
2aoc,4,4,4,6,0,1,3,14,10,11,5,2,2,6,0,8,0,0,12,0
2aod,4,4,4,6,0,1,4,14,12,11,5,2,2,6,0,8,0,0,9,0
2aoe,6,4,4,6,0,1,3,12,12,11,4,2,2,7,0,8,1,0,8,0
2aog,6,4,4,6,0,1,3,13,12,11,5,2,2,6,0,8,0,0,7,0
2aou,3,2,2,4,1,3,6,7,5,9,3,3,5,1,10,5,2,5,4,2
2aov,0,1,2,5,1,4,2,2,4,8,1,4,6,1,9,5,3,5,3,1
2aqu,2,2,2,3,0,0,1,6,5,7,2,1,1,3,0,4,0,0,3,0
2arm,2,1,2,5,9,0,0,6,3,3,2,0,3,2,4,1,1,4,1,1
2avm,2,2,2,3,0,1,2,7,7,5,3,1,1,3,0,4,0,0,5,0
2avo,2,2,2,3,0,0,0,7,7,5,3,1,1,3,0,4,0,0,5,0
2avq,2,2,2,3,0,1,2,7,5,6,4,1,1,3,0,4,0,0,6,0
2avs,2,2,2,3,0,0,0,7,5,6,3,1,1,3,0,4,0,0,6,0
2avv,2,2,2,3,0,0,1,7,6,6,2,1,1,3,0,4,0,0,5,0
2ayr,3,2,2,3,0,1,7,5,6,19,5,10,2,4,8,1,2,3,6,3
2azr,2,7,2,3,2,3,1,7,2,5,2,3,2,2,4,3,1,2,4,1
2b07,3,7,2,4,3,4,2,7,3,6,4,3,5,3,5,3,1,2,4,2
2b1v,3,2,2,2,0,1,6,5,4,17,3,10,2,2,5,1,2,1,5,1
2b4l,6,0,1,3,0,0,4,6,4,3,2,7,0,2,7,4,4,3,2,3
2b7d,5,1,0,6,5,3,0,12,3,4,4,0,3,3,5,5,2,3,8,3
2baj,8,6,2,6,1,1,2,5,7,13,7,2,3,0,3,2,1,6,8,7
2bak,6,5,4,6,1,0,1,7,6,14,7,2,2,2,4,2,1,6,10,5
2bal,6,2,4,3,2,0,3,5,3,12,4,1,2,2,4,2,1,2,9,1
2bfq,15,2,2,3,2,2,2,8,6,5,3,0,2,2,4,3,0,4,8,3
2bfr,14,3,2,3,3,2,2,8,6,5,3,0,2,2,3,2,0,4,7,2
2bjm,2,2,3,2,1,0,0,3,1,1,1,2,1,0,2,3,5,6,1,1
2bmk,3,1,4,0,0,2,2,2,2,1,1,1,4,1,3,4,4,9,1,1
2bmz,0,0,1,2,0,0,0,8,1,2,2,0,3,1,2,2,0,1,3,2
2bo4,3,6,0,6,1,1,2,5,2,5,3,3,2,2,1,6,3,2,2,1
2boh,4,3,0,4,5,3,4,11,6,1,3,1,5,2,5,4,1,4,4,3
2boj,2,2,6,5,0,2,1,3,0,2,0,0,0,1,5,3,0,1,1,0
2bok,6,2,0,4,5,3,4,10,5,2,2,1,5,0,5,4,1,5,4,3
2bpv,2,2,2,3,0,0,2,6,5,7,2,1,1,3,0,4,0,0,3,0
2bpy,2,2,2,3,0,0,2,6,5,7,2,1,1,3,0,4,0,0,4,0
2bq7,4,3,0,4,5,3,4,11,5,1,3,1,5,0,5,5,1,4,4,3
2bqv,4,4,4,6,0,0,1,13,10,12,2,2,2,6,0,7,0,0,9,0
2br1,4,1,3,3,1,2,7,6,2,8,3,0,4,1,2,1,0,3,6,1
2br6,3,1,2,6,2,0,2,5,2,5,1,3,3,4,4,1,1,2,2,6
2brb,4,0,2,3,1,2,7,6,2,9,3,0,4,1,2,1,0,3,6,1
2brm,4,1,2,3,1,2,7,6,2,9,3,0,4,1,2,1,0,3,6,1
2bsu,11,10,0,6,2,5,8,6,3,8,5,4,5,0,3,8,5,12,8,5
2bt9,2,3,2,2,2,0,2,3,4,1,0,0,1,0,4,5,7,2,3,1
2bvd,4,1,5,3,1,3,6,3,2,1,1,0,3,3,1,5,11,2,3,3
2byr,5,3,1,5,3,6,3,3,5,5,1,2,5,4,9,6,1,8,7,1
2bys,3,3,1,4,2,7,3,3,6,4,2,1,4,4,8,5,2,6,7,1
2bz6,4,1,2,6,5,2,0,12,4,3,3,1,3,2,6,5,1,4,8,4
2bza,3,0,1,3,5,2,0,11,3,2,3,0,2,1,6,1,1,4,4,1
2bzz,3,3,8,2,5,4,1,0,6,4,4,4,3,3,1,6,2,2,3,4
2c02,2,3,7,2,5,4,1,0,4,2,4,3,2,3,1,5,2,0,3,4
2c1p,1,3,4,1,1,2,0,3,2,9,1,0,3,4,2,2,2,5,1,2
2c3j,4,0,2,4,1,2,7,5,4,9,4,0,4,1,2,1,0,3,6,1
2c3l,4,1,3,3,1,2,7,6,2,8,3,0,4,1,2,1,0,3,5,0
2c4v,2,3,6,1,0,3,3,9,5,5,1,2,3,3,3,4,0,3,2,2
2c80,6,5,1,4,0,1,6,6,8,7,5,2,3,5,3,2,1,4,5,2
2c92,13,3,2,4,2,3,4,6,5,7,1,0,1,3,3,9,1,1,11,2
2c94,13,3,2,4,2,3,3,6,5,6,1,0,1,3,3,9,1,1,11,2
2c97,9,3,2,4,2,3,4,5,4,3,1,0,1,2,2,4,1,1,6,2
2ca8,5,5,1,1,0,1,6,6,8,6,5,2,3,4,4,0,1,4,3,2
2cbu,5,3,6,2,0,1,4,3,2,4,1,1,4,1,4,4,6,5,5,2
2cbv,5,2,6,2,0,1,4,4,2,4,1,1,4,1,4,4,6,5,5,2
2cbz,2,0,1,4,1,3,1,5,0,4,2,2,3,3,7,3,1,2,5,1
2cc7,3,1,0,1,0,3,4,3,2,1,2,0,3,0,1,4,1,1,9,0
2ccb,3,1,1,1,0,3,6,3,2,2,2,0,3,0,1,4,1,1,9,0
2ccc,3,1,0,1,0,3,4,3,2,1,2,0,3,0,1,4,1,1,9,0
2ceq,5,4,8,3,0,2,4,5,2,3,0,2,4,2,6,2,5,7,3,3
2cer,5,6,9,2,0,2,4,11,2,3,0,2,5,2,10,3,5,9,4,3
2ces,6,3,6,2,0,1,4,4,2,4,1,1,5,1,4,4,6,6,5,2
2cet,8,3,8,2,0,1,4,6,3,4,1,1,7,1,4,4,6,8,6,3
2cex,15,4,7,3,0,5,4,5,1,6,0,3,7,4,5,4,0,4,3,2
2cf8,4,4,3,7,5,0,4,10,4,6,3,1,4,2,2,3,3,5,4,1
2cf9,4,6,3,7,5,0,4,10,4,6,3,1,4,2,2,3,3,5,4,1
2cgr,0,2,3,1,1,1,1,3,1,4,1,0,1,1,2,4,3,6,3,3
2cht,5,4,0,2,2,2,3,3,3,10,3,4,1,3,1,5,1,2,9,1
2cji,4,2,0,4,5,3,4,11,6,1,3,1,5,1,5,5,1,4,4,3
2csn,1,3,2,6,0,1,4,7,6,9,2,0,5,4,2,0,0,5,6,0
2ctc,5,3,2,3,0,2,3,5,6,5,0,0,4,1,10,6,2,7,0,2
2d0k,5,3,4,1,0,0,2,7,6,9,2,0,4,3,3,3,3,4,3,2
2d1n,6,0,1,9,0,0,2,5,1,7,2,2,9,5,3,2,2,4,2,5
2d1o,8,3,3,6,0,0,3,3,1,10,0,1,7,2,4,5,2,4,3,6
2d3u,8,6,2,1,1,0,1,2,2,8,3,2,2,5,5,2,3,4,5,3
2d3z,7,6,2,1,1,0,1,1,2,8,3,2,2,5,5,2,3,4,5,3
2drc,7,4,4,2,1,1,2,7,6,8,2,4,4,3,2,3,2,3,4,2
2dri,8,4,6,7,0,4,2,5,5,6,0,1,5,3,5,5,0,0,2,1
2dua,8,2,2,3,0,1,3,3,7,3,1,3,1,2,4,2,1,1,4,4
2dw7,6,3,6,3,0,1,5,7,5,3,3,2,4,3,3,1,1,7,2,2
2er6,4,0,3,11,0,4,2,15,9,10,0,0,8,1,15,8,3,4,3,0
2er9,3,0,2,12,2,4,1,16,11,9,0,0,8,2,18,10,3,5,3,0
2erz,3,3,3,5,0,2,5,7,2,9,4,5,5,1,2,5,0,4,6,1
2euk,13,3,3,2,1,4,1,5,10,15,10,1,8,6,3,4,1,8,7,2
2eum,9,2,3,1,0,3,3,4,7,10,9,1,7,4,1,4,2,7,6,1
2evl,10,3,3,1,1,3,1,5,9,13,10,1,7,5,2,4,1,8,6,1
2ewa,6,2,4,4,1,0,1,6,2,10,5,2,3,1,5,2,1,3,9,1
2ewb,12,3,5,7,1,1,1,9,6,4,3,5,1,0,3,4,0,1,3,0
2ez7,1,0,4,1,0,1,1,2,1,6,1,1,5,2,1,2,2,1,5,6
2f01,8,1,5,2,0,2,2,4,0,4,2,0,2,0,7,8,6,3,3,2
2f1g,6,1,5,1,4,2,2,10,1,1,2,1,6,1,7,3,2,4,6,2
2f2h,1,7,3,8,2,3,3,8,2,4,4,0,6,0,4,9,8,5,1,3
2f34,4,2,2,3,1,1,5,10,6,6,4,5,4,2,5,5,2,4,6,0
2f35,4,2,2,3,1,1,5,10,6,6,4,4,4,2,5,5,2,4,6,0
2f5t,5,1,4,3,0,2,6,2,10,6,3,3,8,3,4,4,0,3,5,3
2f6t,2,7,3,3,3,4,1,6,2,4,3,2,3,2,5,3,1,2,3,1
2f7o,2,5,1,10,0,2,2,6,2,2,1,1,2,3,2,2,3,8,0,4
2f7p,2,5,1,11,0,3,2,7,3,3,1,1,2,5,2,3,4,8,0,5
2f80,2,2,3,2,0,1,2,6,6,6,1,1,1,3,0,4,0,0,5,0
2f81,4,4,4,6,0,1,2,12,12,10,3,4,2,6,0,8,0,0,8,0
2f8g,4,4,4,6,0,1,1,13,10,12,2,2,2,6,0,8,0,0,10,0
2f8i,5,0,0,1,0,0,1,2,2,4,1,1,0,1,5,3,0,2,4,2
2fai,3,2,2,1,0,0,6,5,4,19,3,10,2,2,6,1,2,1,5,2
2fdp,6,4,3,6,0,3,3,10,7,6,5,2,3,2,10,6,3,7,7,0
2ff1,8,2,5,7,3,0,2,5,2,6,1,5,4,2,1,4,5,2,4,1
2fgi,7,3,5,2,2,1,5,5,6,11,7,4,1,1,2,2,0,3,9,1
2fgu,2,2,2,3,0,0,1,7,5,7,3,1,1,3,1,3,0,0,4,0
2fgv,2,2,3,3,0,0,1,7,5,7,3,1,1,3,0,3,0,0,4,0
2fkf,2,6,4,8,0,0,3,8,5,4,4,1,3,4,4,4,0,2,3,3
2flb,5,1,0,6,5,3,0,11,3,6,4,0,3,0,6,4,2,3,6,3
2fpz,4,3,3,6,6,3,1,9,2,1,0,0,1,2,3,3,1,3,6,1
2fqo,4,3,3,4,4,4,4,4,7,6,4,1,4,4,2,4,0,3,5,5
2fqt,4,3,3,4,4,5,4,4,7,6,4,1,4,4,2,4,0,3,5,5
2fqw,8,2,4,8,1,5,2,10,5,3,2,5,7,1,6,4,0,1,9,0
2fqx,8,2,4,8,1,5,2,9,5,3,2,5,7,1,6,4,0,1,10,0
2fqy,8,2,4,8,1,5,2,10,5,3,2,5,7,1,6,4,0,1,10,0
2fvd,4,1,2,5,0,2,4,4,4,13,9,1,4,1,0,1,0,4,7,2
2fw6,8,4,2,2,1,3,2,7,3,4,0,4,0,6,7,3,1,0,6,1
2fwp,8,4,2,2,1,3,2,7,3,4,0,4,0,6,7,3,1,0,6,1
2fx6,3,0,2,3,5,2,0,11,3,2,3,0,2,1,6,1,1,4,4,1
2fxu,7,2,1,0,0,3,2,4,5,8,1,1,1,3,6,4,2,4,5,2
2fxv,3,2,2,5,0,5,3,5,9,7,4,0,5,1,9,3,0,1,8,2
2fzc,3,8,3,4,0,4,4,5,0,5,2,1,2,4,5,8,0,4,3,4
2fzg,3,8,2,4,0,4,5,8,2,7,4,1,3,3,6,8,0,4,5,4
2fzk,4,8,4,4,0,5,5,8,3,10,4,2,4,3,5,10,1,5,5,3
2fzz,4,3,0,4,5,3,4,11,5,1,5,1,5,1,5,5,1,4,4,3
2g00,4,3,0,4,5,3,4,10,5,1,3,1,5,1,5,5,1,4,4,3
2g5u,5,0,0,1,0,0,1,2,2,4,1,1,0,1,5,4,0,3,5,2
2g8r,3,2,3,2,3,2,1,1,3,1,4,2,3,1,1,3,0,1,5,3
2g94,6,4,3,5,1,3,3,13,8,8,5,2,3,2,10,6,3,7,6,0
2gh7,8,1,5,2,0,2,2,4,0,4,2,0,2,0,7,8,6,3,3,2
2gl0,6,3,4,2,1,2,2,5,5,4,4,0,3,5,2,4,1,1,9,3
2gss,1,4,3,2,2,3,3,5,4,4,3,0,1,3,2,3,1,3,4,0
2gst,3,5,7,4,1,6,2,3,7,13,3,5,3,4,4,2,3,5,3,1
2gsu,3,3,2,6,0,2,3,9,2,4,3,2,3,3,8,3,6,4,4,7
2gv6,3,2,2,7,5,5,0,14,4,2,1,1,5,1,3,3,1,4,8,2
2gv7,4,3,2,8,5,5,0,14,3,2,1,2,5,1,5,3,2,4,8,2
2gvj,4,5,2,6,0,3,4,10,5,10,5,0,5,6,9,7,0,5,10,4
2gvv,10,2,5,3,3,1,8,11,3,1,2,3,1,9,3,5,1,1,2,2
2gyi,3,2,5,7,0,2,4,4,3,3,3,2,5,5,0,5,3,2,2,4
2gzl,12,4,1,8,1,1,3,6,8,10,5,2,4,5,2,7,1,1,4,4
2h3e,3,8,3,5,0,4,5,7,1,5,3,1,3,4,5,8,0,4,6,4
2h4g,2,7,2,3,2,3,1,7,2,4,3,3,2,2,4,3,1,2,4,1
2h4k,2,7,3,3,2,3,1,7,2,5,3,3,2,2,4,3,1,2,4,1
2h4n,3,3,4,1,1,2,4,3,3,9,0,0,5,3,2,3,6,2,5,5
2h5a,2,5,4,8,1,0,2,5,2,4,6,1,3,2,3,3,1,2,6,3
2h6b,5,1,3,1,0,1,3,3,9,7,5,1,5,1,2,3,0,7,1,0
2h6q,9,0,5,10,3,0,3,4,3,4,6,0,4,3,14,3,0,3,10,1
2hb1,2,7,2,3,2,3,1,7,2,5,2,3,2,2,4,3,1,2,4,1
2hb3,2,2,2,3,0,1,1,6,6,6,1,1,1,3,0,4,0,0,5,0
2hdq,5,3,4,1,0,2,1,5,2,3,3,2,0,1,4,4,1,3,1,1
2hdr,3,0,2,2,0,0,3,3,1,1,3,0,1,3,1,0,2,1,3,1
2hf8,7,1,3,7,0,0,5,8,10,8,8,0,3,0,3,6,0,0,6,2
2hh5,6,1,6,1,5,2,3,9,2,3,1,1,7,2,8,3,2,4,5,2
2hs1,4,4,4,6,0,1,2,12,14,12,2,2,2,6,0,7,0,0,6,0
2hs2,4,4,4,6,0,1,2,13,12,14,2,0,2,6,0,8,0,0,8,0
2hu6,5,1,1,5,0,0,2,6,3,4,3,1,5,2,2,3,2,2,3,6
2hxm,5,1,3,1,1,4,1,7,2,10,3,0,2,7,5,2,2,4,4,3
2i0a,2,2,2,3,0,1,1,6,5,7,2,1,1,3,0,4,0,0,4,0
2i0d,2,2,2,3,0,1,1,6,5,7,2,1,1,3,0,4,0,0,4,0
2i0g,4,1,2,2,1,0,5,4,4,13,5,11,2,4,4,1,2,2,6,2
2i3h,1,2,0,3,2,2,1,4,0,3,3,0,3,2,1,2,4,1,2,3
2i3i,1,2,0,3,2,2,1,4,0,3,3,0,3,2,1,2,4,1,2,3
2i80,6,2,4,1,2,2,4,11,6,8,1,3,5,5,6,3,1,3,7,2
2ihq,7,7,1,3,2,4,3,4,4,12,0,8,7,3,7,1,2,2,9,2
2iko,7,1,1,4,0,1,1,8,1,6,1,5,5,2,5,7,2,7,8,2
2il2,7,2,4,6,0,1,2,11,5,8,4,5,7,3,7,11,3,8,7,2
2iuz,8,2,5,6,0,1,2,6,3,3,0,4,4,3,5,2,7,10,4,0
2ivu,6,2,2,2,0,0,5,7,4,13,9,1,4,0,3,2,0,3,8,1
2izl,8,1,5,2,0,2,2,4,0,4,2,0,2,0,7,7,6,3,3,2
2j2u,4,2,0,4,5,3,4,11,6,1,3,1,5,1,5,5,1,4,4,3
2j34,4,2,0,4,5,3,4,11,5,1,3,1,5,1,5,4,1,4,4,3
2j47,0,2,4,5,1,1,3,6,3,2,1,3,4,4,6,3,4,5,6,3
2j4i,4,2,0,4,5,3,4,11,6,1,3,1,5,1,5,4,1,5,4,3
2j75,5,3,6,2,0,1,4,3,2,4,1,1,4,1,4,4,6,5,5,2
2j77,6,3,6,2,0,1,4,3,2,4,1,1,4,1,4,4,6,5,5,2
2j78,5,3,7,2,0,1,4,5,2,4,1,1,4,1,4,4,6,5,5,2
2j79,6,3,7,1,0,1,4,4,2,4,1,1,5,1,4,4,6,5,5,3
2j7b,6,3,7,2,0,1,4,4,2,4,1,1,4,1,4,4,6,5,5,3
2j7d,6,3,8,2,0,1,5,5,3,4,1,1,6,1,4,4,6,7,5,3
2j7e,7,3,8,2,0,1,4,5,3,4,1,2,7,1,4,4,6,9,6,3
2j7f,6,3,8,2,0,1,4,6,2,4,1,1,5,1,4,4,6,8,5,3
2j7g,6,3,8,2,0,1,5,5,3,4,1,1,6,1,4,4,6,7,5,3
2j7h,5,3,6,2,0,1,4,3,1,4,1,1,4,1,4,4,6,5,5,2
2jxr,9,1,3,5,0,3,2,11,9,11,2,1,4,4,6,8,2,7,5,1
2mas,8,2,5,6,2,2,2,12,6,6,0,4,1,3,0,4,0,3,8,4
2olb,5,5,12,6,2,3,4,4,3,8,3,2,3,4,10,8,2,15,5,4
2pcp,1,0,5,2,0,1,1,4,3,2,1,0,3,2,1,3,2,7,1,3
2qwb,3,7,7,4,2,2,5,7,5,2,3,0,0,4,8,6,2,1,1,2
2qwc,3,7,7,4,3,2,5,7,5,2,2,0,0,4,9,7,2,1,1,2
2qwd,3,7,7,4,2,2,5,7,5,2,2,0,0,4,9,6,3,2,1,2
2qwe,5,7,7,4,2,2,5,7,5,2,2,0,0,4,10,8,3,3,1,2
2qwf,5,8,6,4,1,2,6,7,5,2,2,0,1,4,10,8,3,3,1,2
2rkm,4,4,10,4,2,2,3,2,3,5,2,1,3,4,8,5,2,12,4,4
2sim,6,6,6,6,0,3,2,10,3,3,2,3,2,2,6,3,3,4,6,1
2std,3,6,1,9,0,3,3,7,4,7,4,2,8,2,5,2,4,3,5,6
2tmn,5,1,6,6,0,0,5,8,6,3,0,1,2,1,4,4,1,4,5,3
2toh,5,4,0,2,4,2,4,4,2,10,1,0,3,3,4,4,1,3,6,3
2tpi,3,0,1,2,5,3,0,13,1,3,6,0,0,2,8,3,1,4,5,1
2usn,6,1,2,3,0,0,1,6,3,6,1,1,5,6,2,1,0,4,2,7
2ypi,7,1,4,0,2,1,3,12,5,7,2,0,4,1,3,2,1,3,2,1
3aid,2,2,2,3,0,0,0,7,5,7,2,1,1,3,0,3,0,0,3,0
3gss,2,5,6,3,3,4,2,6,4,9,4,1,2,3,2,4,1,6,7,0
3gst,3,5,7,3,1,6,2,2,7,12,3,5,3,4,4,2,3,6,3,1
3jdw,6,4,6,6,1,2,0,3,3,3,1,4,3,4,5,3,4,2,2,2
3kiv,1,4,3,2,2,2,1,1,1,1,0,1,1,2,0,3,3,2,0,2
3pcb,4,5,3,4,1,3,1,5,5,1,1,1,1,5,2,4,3,6,2,2
3pcc,4,4,3,4,1,3,1,5,6,1,1,1,1,6,2,4,3,5,2,2
3pce,4,7,4,3,1,3,1,6,5,1,1,1,1,6,2,3,3,6,2,4
3pcf,4,5,3,4,1,3,1,5,6,1,1,1,1,6,3,4,3,5,2,2
3pcg,4,6,4,4,1,3,1,6,6,1,1,0,1,6,2,4,3,5,2,4
3pch,4,5,3,4,1,3,1,5,6,1,1,1,1,6,2,4,3,6,2,2
3pcj,4,6,4,4,1,3,1,5,6,1,1,1,1,6,2,4,3,6,2,2
3pck,4,6,4,4,1,3,1,5,6,1,1,1,1,6,2,4,3,6,2,2
3pcn,4,7,4,4,1,3,1,6,6,1,1,1,1,6,2,4,3,6,2,4
3std,3,7,1,7,0,3,4,8,5,8,4,2,7,2,5,2,4,2,5,6
3tlh,1,1,2,3,0,1,0,6,5,5,1,1,1,3,0,3,0,0,4,0
456c,6,0,1,6,0,0,2,6,1,8,0,2,7,6,3,2,2,4,1,5
4er1,4,0,3,13,0,4,3,16,11,10,1,0,8,2,14,9,3,5,3,0
4er2,3,0,2,11,0,2,2,16,10,9,0,0,7,1,12,7,2,5,2,0
4fiv,1,4,4,3,1,2,1,7,4,7,3,2,1,2,1,2,0,0,1,0
4rsk,8,2,3,2,4,1,2,0,3,1,2,2,3,2,1,3,0,0,5,3
4std,3,8,1,9,0,3,4,8,4,7,5,2,7,2,5,2,4,3,5,6
4tim,9,2,4,0,2,1,3,12,4,4,3,0,3,1,3,2,2,3,5,1
4tln,5,1,6,5,0,0,4,6,5,3,0,1,2,1,4,3,1,4,5,3
4tmk,11,10,1,7,0,4,9,12,3,15,2,2,3,2,2,7,0,4,7,1
4tmn,5,2,6,6,0,3,6,10,7,5,0,1,2,1,7,7,1,7,6,3
4ts1,4,1,3,4,2,3,1,11,6,8,2,2,2,2,3,3,2,5,1,2
5abp,5,3,3,8,1,4,4,4,3,5,1,3,1,6,4,7,1,0,6,1
5er1,4,0,2,9,0,2,1,11,8,8,0,0,5,0,11,7,3,4,1,0
5er2,4,0,3,12,0,5,3,16,10,10,1,0,8,2,15,8,4,5,4,0
5fiv,1,3,4,3,1,2,0,7,5,7,1,2,0,1,0,2,0,0,0,0
5std,3,8,1,9,0,4,4,8,4,7,4,2,7,2,4,2,4,2,5,6
5tln,5,1,7,5,0,1,6,10,5,3,0,1,2,1,5,5,1,5,5,3
5tmn,5,2,6,7,0,2,5,9,6,5,0,1,2,1,6,6,1,5,5,3
5tmp,10,11,2,6,0,4,10,12,3,13,2,2,3,3,3,6,0,4,7,1
5yas,1,2,3,3,2,3,3,7,4,10,4,1,6,0,4,7,2,3,2,4
6abp,5,3,3,7,1,4,4,3,3,5,1,2,1,6,4,5,1,0,5,1
6cpa,5,6,2,4,0,2,3,8,7,6,2,0,4,1,11,7,4,8,0,2
6fiv,1,3,4,3,1,1,0,7,4,7,1,2,0,1,0,2,0,0,2,0
6rnt,2,1,5,1,0,0,2,5,2,1,1,0,1,3,4,2,1,5,4,2
6std,3,7,1,8,0,3,4,7,4,7,5,2,7,2,5,2,4,2,5,6
6tim,10,1,4,0,2,1,3,11,5,5,3,0,3,1,3,2,2,3,6,1
7abp,5,3,3,8,1,4,3,3,3,6,1,2,1,6,4,4,1,0,6,1
7cpa,5,6,2,4,1,2,3,8,7,7,2,0,4,1,11,7,4,8,0,2
7hvp,2,2,2,3,0,1,0,7,5,7,2,1,1,3,0,4,0,0,5,0
7std,3,6,1,9,0,3,4,7,4,7,5,2,7,2,5,2,4,3,5,6
7upj,2,2,2,3,0,1,1,6,5,5,1,1,1,3,0,3,0,0,3,0
830c,6,0,1,6,0,0,2,5,1,8,0,2,7,5,3,2,2,4,1,6
8abp,6,3,3,8,1,4,4,4,3,6,1,2,1,6,4,5,1,0,7,1
8cpa,5,6,2,4,0,2,3,8,7,7,3,0,4,1,11,7,4,8,0,2
966c,7,1,2,6,0,2,3,5,1,6,0,1,4,3,6,1,2,3,2,6
9abp,6,3,3,9,1,4,5,5,3,4,1,3,1,5,4,5,1,0,8,1
